mv,sp,pv,ce,pe
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
0.01,1000,4.03,995.97,995.97
